domain,query,expected_answer_text,generated_answer,expected_document_id,expected_chunk_id,top_source_title,top_document_id,top_chunk_id,source_match_at_3,chunk_match_at_3,prompt_tokens,completion_tokens,total_tokens,retriever_query_tokens,reranker_input_tokens,context_tokens,pipeline_total_tokens,tokens_are_estimated,correctness_score,correctness_reason,faithfulness_score,faithfulness_reason,relevancy_score,relevancy_reason,diagnosis,diagnosis_recommendation,latency_seconds
general,What is the name of the website section dedicated to ancient Chinese books in the HKPL Thematic Resources?,Digital Resources of Ancient Chinese Books,"The name of the website section dedicated to ancient Chinese books in the HKPL Thematic Resources is ""Digital Resources of Ancient Chinese Books"".",8e28f067-9f45-4a81-81e2-f3df020b95ce,8e28f067-9f45-4a81-81e2-f3df020b95ce:v1:s11:c0:f4c2c688c1a22e0d,Hong Kong Public Libraries,9e9ca7da-8451-4aaa-902b-1a913d1ef33f,9e9ca7da-8451-4aaa-902b-1a913d1ef33f:v1:s11:c0:f4c2c688c1a22e0d,True,True,401,27,428,21,796,313,1245,False,5.0,"The generated answer is fully relevant and correct, providing the exact name of the website section as stated in the reference answer.",1.0,YES,0.0,NO,evaluator_or_dataset_issue,Answer appears mostly correct but evaluator score is low. Check evaluator strictness or dataset wording.,1.2846
account_password,What is the phone number for enquiries regarding library account password issues?,2921 0208,"For enquiries regarding library account password issues, readers may call 1823. Additionally, library staff can be contacted in person at a nearby library to help reset passwords.",92f274b8-c6c6-4258-8f71-159644988e5b,92f274b8-c6c6-4258-8f71-159644988e5b:v1:s1:c0:1dc9645bd5f59fe9,Hong Kong Public Libraries - Frequently Asked Questions,fe7b4c9a-e957-4add-8fc3-670fe768dcd2,fe7b4c9a-e957-4add-8fc3-670fe768dcd2:v1:s1:c3:17f0ee746d74e5c6,True,True,1378,35,1413,13,2334,1298,3760,False,2.0,"The generated answer is relevant to the user's query but contains a factual error. It provides an incorrect phone number (1823) compared to the reference answer (2921 0208). While it offers an alternative method of contact (in-person), the primary request for a phone number is answered incorrectly, which lowers the score to the 2-3 range.",1.0,YES,1.0,YES,llm_generation_problem,"Correct evidence reached the LLM, but answer quality was poor. Improve answer prompt.",2.1176
e_resources,What is the phone number for the Digital Collection Service Enquiry?,2921 2598,The phone number for the Digital Collection Service Enquiry is 2921 2598.,92f274b8-c6c6-4258-8f71-159644988e5b,92f274b8-c6c6-4258-8f71-159644988e5b:v1:s1:c1:dfb7d81822efcfaf,Hong Kong Public Libraries - Internet Reference Enquiry Service,92f274b8-c6c6-4258-8f71-159644988e5b,92f274b8-c6c6-4258-8f71-159644988e5b:v1:s1:c1:dfb7d81822efcfaf,True,True,1336,22,1358,13,1621,1256,2992,False,5.0,"The generated answer is fully relevant and provides the exact correct phone number matching the reference answer, with clear and appropriate phrasing.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.833
general_info,What is the gross area of the Hong Kong Central Library building?,"9,400 sq. metres","The gross area of the Hong Kong Central Library building is 9,400 sq. metres.",94e479bb-cb27-49ec-8cb7-280e0c308229,94e479bb-cb27-49ec-8cb7-280e0c308229:v1:s0:c0:413b4f6f8d565b46,Hong Kong Public Libraries - Hong Kong Central Library Introduction,94e479bb-cb27-49ec-8cb7-280e0c308229,94e479bb-cb27-49ec-8cb7-280e0c308229:v1:s0:c0:413b4f6f8d565b46,True,True,595,21,616,13,777,515,1406,False,5.0,"The generated answer is fully relevant and matches the reference answer exactly, providing the correct gross area of the Hong Kong Central Library.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.3514
hkcl_information,Which nine international organizations has the Hong Kong Central Library been designated as the depository library for?,"Asian Development Bank, European Union, International Labour Organization, International Maritime Organization, United Nations, United Nations Educational, Scientific and Cultural Organization, World Bank, World Trade Organization and World Food Programme","The Hong Kong Central Library has been designated as the depository library in Hong Kong for the following nine international organizations:

1. Asian Development Bank
2. European Union
3. International Labour Organization
4. International Maritime Organization
5. United Nations
6. United Nations Educational, Scientific and Cultural Organization
7. World Bank
8. World Trade Organization
9. World Food Programme",94e479bb-cb27-49ec-8cb7-280e0c308229,94e479bb-cb27-49ec-8cb7-280e0c308229:v1:s0:c1:1e1868432162e20e,Hong Kong Public Libraries - Hong Kong Central Library Introduction,94e479bb-cb27-49ec-8cb7-280e0c308229,94e479bb-cb27-49ec-8cb7-280e0c308229:v1:s0:c1:1e1868432162e20e,True,True,865,79,944,19,1115,779,2078,False,5.0,"The generated answer is fully relevant and correct, listing all nine international organizations exactly as specified in the reference answer with clear formatting.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",2.3509
general,How can readers access e-databases using the library account?,via the Internet,"Readers may use the e-databases via the following means: access via Internet with the library account, or use the computers inside the Hong Kong Public Libraries via the webpage.",979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s0:c0:7dee3ae4f6ebc70f,Hong Kong Public Libraries - e-Databases,979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s0:c0:7dee3ae4f6ebc70f,True,True,700,35,735,12,1203,621,1950,False,4.0,"The generated answer is relevant and correct, providing the primary method (Internet) mentioned in the reference answer while also adding useful context about on-site computer access. However, it is slightly less concise than the reference answer.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.588
hkcl_information,Which libraries provide access to Business Source Complete?,"Hong Kong Central Library, City Hall Public Library, Kowloon Public Library, Ping Shan Tin Shui Wai Public Library, Sha Tin Public Library, Tsuen Wan Public Library, Tuen Mun Public Library, Remote Access","Business Source Complete is available at the following libraries: Hong Kong Central Library, City Hall Public Library, Kowloon Public Library, Ping Shan Tin Shui Wai Public Library, Sha Tin Public Library, Tsuen Wan Public Library, and Tuen Mun Public Library. It is also accessible via Remote Access.",979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s10:c0:72b0a23dd6de375b,Hong Kong Public Libraries - e-Databases,979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s10:c0:72b0a23dd6de375b,True,True,581,62,643,9,902,505,1554,False,5.0,"The generated answer is fully relevant and correct, providing the exact same list of libraries as the reference answer while maintaining clear and natural phrasing.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.9186
hkcl_information,Which public library branches provide access to the China Academic Journals Full-text Database (CJFD)?,"Hong Kong Central Library, City Hall Public Library, Kowloon Public Library, Ping Shan Tin Shui Wai Public Library, Sha Tin Public Library, Tsuen Wan Public Library, Tuen Mun Public Library, and Remote Access","The China Academic Journals Full-text Database (CJFD) is available at the following public library branches:

- Hong Kong Central Library
- City Hall Public Library
- Kowloon Public Library
- Ping Shan Tin Shui Wai Public Library
- Sha Tin Public Library
- Tsuen Wan Public Library
- Tuen Mun Public Library

It is also accessible via Remote Access.",979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s11:c0:4fc7f6a2c6b57417,Hong Kong Public Libraries - e-Databases,979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s11:c0:4fc7f6a2c6b57417,True,True,457,80,537,20,858,371,1415,False,5.0,"The generated answer is fully relevant and correct, listing all the specific library branches and the remote access option mentioned in the reference answer without any errors or omissions.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",2.1481
hkcl_information,Which public libraries provide access to the China Doctoral Dissertations Full-text Database?,"Hong Kong Central Library, City Hall Public Library, Kowloon Public Library, Ping Shan Tin Shui Wai Public Library, Sha Tin Public Library, Tsuen Wan Public Library, Tuen Mun Public Library, and Remote Access","The China Doctoral Dissertations Full-text Database is available at the following public libraries:

- Hong Kong Central Library
- City Hall Public Library
- Kowloon Public Library
- Ping Shan Tin Shui Wai Public Library
- Sha Tin Public Library
- Tsuen Wan Public Library
- Tuen Mun Public Library

It is also accessible via Remote Access.",979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s12:c0:232a0e5f334d1da1,Hong Kong Public Libraries - e-Databases,979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s12:c0:232a0e5f334d1da1,True,True,455,77,532,17,676,371,1225,False,5.0,"The generated answer is fully relevant and correct, listing all the public libraries mentioned in the reference answer and accurately including the remote access option. The formatting is clear and the information is complete.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",2.0192
hkcl_information,Which public library branches provide access to the China Masters' Theses Full-text Database?,"Hong Kong Central Library, City Hall Public Library, Kowloon Public Library, Ping Shan Tin Shui Wai Public Library, Sha Tin Public Library, Tsuen Wan Public Library, Tuen Mun Public Library, Remote Access","The China Masters' Theses Full-text Database is available at the following public library branches:

- Hong Kong Central Library
- City Hall Public Library
- Kowloon Public Library
- Ping Shan Tin Shui Wai Public Library
- Sha Tin Public Library
- Tsuen Wan Public Library
- Tuen Mun Public Library

Additionally, it is accessible via Remote Access.",979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s13:c0:0dbddc14f78c1a50,Hong Kong Public Libraries - e-Databases,979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s13:c0:0dbddc14f78c1a50,True,True,455,78,533,17,787,371,1337,False,5.0,"The generated answer is fully relevant and correct, listing all the specific library branches and the remote access option mentioned in the reference answer without any errors or omissions.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",2.0647
notices,Where is the China Standards Document Database available for access via the Internet with a library account?,"Hong Kong Central Library, City Hall Public Library",The China Standards Document Database is available for access via the Internet with a library account at the Hong Kong Central Library and City Hall Public Library.,979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s14:c0:4dbb6c144a2360be,Hong Kong Public Libraries - e-Databases,979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s14:c0:4dbb6c144a2360be,True,True,816,28,844,18,1137,731,1999,False,5.0,"The generated answer is fully relevant and correct, accurately restating the information provided in the reference answer with appropriate context.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.5296
opening_hours,When is the inspection of the ceiling scheduled to take place at Sham Shui Po Public Library?,8 to 11 June 2026,I don't have that information in my knowledge base.,9ba9f6e8-99b9-43c8-8fd1-3da61fea1151,9ba9f6e8-99b9-43c8-8fd1-3da61fea1151:v1:s0:c0:8b5db90d18302ecb,HKPL Library List PDF,bbaa337b-f76b-4a05-9a29-af000e66bc1d,bbaa337b-f76b-4a05-9a29-af000e66bc1d:v1:s30:c0:21ba4224746fe754,False,False,405,11,416,19,3239,319,3674,False,1.0,"The generated answer is not relevant because it fails to provide the specific information requested by the user, instead claiming a lack of knowledge. Since the reference answer confirms the information exists (8 to 11 June 2026), the model's refusal to answer makes the response unhelpful and incorrect in the context of the query.",0.0,NO,1.0,YES,reranker_problem,Expected chunk was retrieved but removed after reranking. Inspect reranker scores or increase RERANK_TOP_N.,0.8126
notices,What are the service suspension dates for Mobile Library 5?,19.5.2026-1.6.2026,"Based on the retrieved context, the service suspension date for Mobile Library 5 is **05.06.2026 PM**.

This information is found in the following notice:
( 05.06.2026 ) 
 Temporary Suspension of Mobile Library Services – Mobile Library 5 [Service Suspension Date: 05.06.2026 PM]",9ba9f6e8-99b9-43c8-8fd1-3da61fea1151,9ba9f6e8-99b9-43c8-8fd1-3da61fea1151:v1:s0:c1:999b242302ff8c76,Hong Kong Public Libraries - Library Notices,9ba9f6e8-99b9-43c8-8fd1-3da61fea1151,9ba9f6e8-99b9-43c8-8fd1-3da61fea1151:v1:s0:c0:8b5db90d18302ecb,True,False,1637,83,1720,12,3245,1558,4977,False,2.0,"The generated answer is relevant but contains a significant factual error regarding the scope of the information. The user asked for ""dates"" (plural), implying a start and end date for the suspension period. The reference answer correctly provides a range (19.5.2026-1.6.2026). The generated answer only provides a single date (05.06.2026), which appears to be the specific date of a notice or a specific event within the suspension period, rather than the full duration of the suspension. By omitting the start date and the end date, the answer is incomplete and misleading compared to the reference.",1.0,YES,1.0,YES,reranker_problem,Expected chunk was retrieved but removed after reranking. Inspect reranker scores or increase RERANK_TOP_N.,2.4543
general,What is the name of the collection that provides digital resources of ancient Chinese books in the HKPL thematic resources?,Digital Resources of Ancient Chinese Books,"The name of the collection that provides digital resources of ancient Chinese books in the HKPL thematic resources is ""Digital Resources of Ancient Chinese Books"".",9e9ca7da-8451-4aaa-902b-1a913d1ef33f,9e9ca7da-8451-4aaa-902b-1a913d1ef33f:v1:s11:c0:f4c2c688c1a22e0d,Hong Kong Public Libraries,8e28f067-9f45-4a81-81e2-f3df020b95ce,8e28f067-9f45-4a81-81e2-f3df020b95ce:v1:s11:c0:f4c2c688c1a22e0d,True,True,319,28,347,22,835,230,1204,False,5.0,"The generated answer is fully relevant and correct, explicitly stating the name of the collection as requested in the user query, matching the reference answer perfectly.",0.0,NO,1.0,YES,evaluator_or_dataset_issue,Answer appears mostly correct but evaluator score is low. Check evaluator strictness or dataset wording.,1.5817
general,Which library is accessed via the link labeled 'Shenzhen Library (Chinese Only)' in the Guangdong & Macau Libraries Internet Reference Enquiry Service?,Shenzhen Library,The library accessed via the link labeled 'Shenzhen Library (Chinese Only)' in the Guangdong & Macau Libraries Internet Reference Enquiry Service is the Shenzhen Library.,a1a3b4a8-097e-47f3-a687-9e703228fdc5,a1a3b4a8-097e-47f3-a687-9e703228fdc5:v1:s1:c0:4f52fb176a659148,Hong Kong Public Libraries - Guangdong & Macau Libraries Internet Reference Enquiry Service,a1a3b4a8-097e-47f3-a687-9e703228fdc5,a1a3b4a8-097e-47f3-a687-9e703228fdc5:v1:s1:c0:4f52fb176a659148,True,True,321,32,353,30,1593,225,1976,False,5.0,"The generated answer is fully relevant and correct, accurately identifying the library as ""Shenzhen Library"" and matching the information provided in the reference answer.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.3519
opening_hours,"What are the dates, time, and venue for the Book Display activities in the Chinese Culture Promotion Series / Chinese Culture Festival 2026 Library Tie-in Activities?","2026/8/1 (Saturday) to 2026/8/31 (Monday), Library Opening Hours, Shek Kip Mei Public Library",The Book Display activities in the Chinese Culture Promotion Series / Chinese Culture Festival 2026 Library Tie-in Activities will be held at Sham Shui Po Public Library from 2026/8/1 (Saturday) to 2026/8/31 (Monday) during library opening hours.,afd45438-71b1-4fd1-9007-13ab2723360d,afd45438-71b1-4fd1-9007-13ab2723360d:v1:s11:c0:cf70072abc8f793d,Hong Kong Public Libraries - Reading Activities,168ef7c9-d20f-41ef-a1f7-922e3693c951,168ef7c9-d20f-41ef-a1f7-922e3693c951:v1:s6:c0:fe0e8f6a423024a0,True,False,481,65,546,34,1033,380,1613,False,2.5,"The generated answer is relevant and provides the correct dates and time, but it contains a factual error regarding the venue. The reference answer specifies ""Shek Kip Mei Public Library,"" whereas the generated answer incorrectly states ""Sham Shui Po Public Library."" This discrepancy makes the answer partially incorrect.",1.0,YES,1.0,YES,reranker_problem,Expected chunk was retrieved but removed after reranking. Inspect reranker scores or increase RERANK_TOP_N.,1.8943
opening_hours,When is the Roving Exhibition on Reading Supernova of Reading Programme for Children and Youth held at Fa Yuen Street Public Library?,2026/12/1 (Tuesday) to 2026/12/31 (Thursday),The Roving Exhibition on Reading Supernova of Reading Programme for Children and Youth is held at Fa Yuen Street Public Library from 2026/12/1 (Tuesday) to 2026/12/31 (Thursday) during library opening hours.,afd45438-71b1-4fd1-9007-13ab2723360d,afd45438-71b1-4fd1-9007-13ab2723360d:v1:s2:c0:c6dac61db39e7087,Hong Kong Public Libraries - Reading Activities,168ef7c9-d20f-41ef-a1f7-922e3693c951,168ef7c9-d20f-41ef-a1f7-922e3693c951:v1:s2:c0:c6dac61db39e7087,True,True,532,58,590,26,1386,439,2002,False,5.0,"The generated answer is fully relevant and correct. It provides the exact same dates as the reference answer while adding the helpful context of ""during library opening hours,"" which makes the response more complete without introducing any errors.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.902
general,What are the six specific goals of the HKPL collection development mission as proclaimed in the UNESCO Public Library Manifesto?,To enable access by providing a wide network of public libraries as well as free and equitable access to information and knowledge of diverse points of views to serve all residents of Hong Kong; To enrich knowledge by providing a gateway to information and knowledge for supporting and encouraging lifelong learning; To cultivate quality of life by enriching the documentary heritage of the history and culture of Hong Kong and promote Hong Kong literature and local publications; To inspire curiosity and creativity through reading; To enhance quality of library services by leveraging on new technology and the use of IT; and To build connection and engagement through public involvement and partnership in public library services.,"Based on the retrieved context, the collection development of the Hong Kong Public Libraries (HKPL) is guided by the beliefs proclaimed in the UNESCO Public Library Manifesto and aims to achieve the following mission:

1.  To enable access by providing a wide network of public libraries as well as free and equitable access to information and knowledge of diverse points of views to serve all residents of Hong Kong;
2.  To enrich knowledge by providing a gateway to information and knowledge for supporting and encouraging lifelong learning;
3.  To cultivate quality of life by enriching the documentary heritage of the history and culture of Hong Kong and promote Hong Kong literature and local publications;
4.  To inspire curiosity and creativity through reading;
5.  To enhance quality of library services by leveraging on new technology and the use of IT; and
6.  To build connection and engagement through public involvement and partnership in public library services.",b4a7ef7c-b7a6-46f6-8d71-880656142420,b4a7ef7c-b7a6-46f6-8d71-880656142420:v1:s0:c0:6757d0045936175a,Hong Kong Public Libraries - Introduction to collection development,b4a7ef7c-b7a6-46f6-8d71-880656142420,b4a7ef7c-b7a6-46f6-8d71-880656142420:v1:s0:c0:6757d0045936175a,True,True,1122,186,1308,23,1470,1032,2801,False,5.0,"The generated answer is fully relevant and correct. It accurately lists all six specific goals of the HKPL collection development mission as proclaimed in the UNESCO Public Library Manifesto, matching the reference answer exactly in content and structure. The formatting with numbered points makes it clear and easy to read.",0.0,NO,0.0,NO,evaluator_or_dataset_issue,Answer appears mostly correct but evaluator score is low. Check evaluator strictness or dataset wording.,4.2642
branch_information,What is the telephone number for reference enquiries at City Hall Public Library?,2921 2672,The telephone number for reference enquiries at City Hall Public Library is 2921 2672.,bbaa337b-f76b-4a05-9a29-af000e66bc1d,bbaa337b-f76b-4a05-9a29-af000e66bc1d:v1:s0:c0:bdcdb06a1db8fd26,HKPL Library List PDF,bbaa337b-f76b-4a05-9a29-af000e66bc1d,bbaa337b-f76b-4a05-9a29-af000e66bc1d:v1:s0:c0:bdcdb06a1db8fd26,True,True,1184,23,1207,14,1995,1103,3216,False,5.0,"The generated answer is fully relevant and provides the exact correct telephone number as stated in the reference answer, while also maintaining a polite and complete sentence structure.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.835
branch_information,What is the telephone number for Aberdeen Public Library?,2921 1056,The telephone number for Aberdeen Public Library is 2921 1056.,bbaa337b-f76b-4a05-9a29-af000e66bc1d,bbaa337b-f76b-4a05-9a29-af000e66bc1d:v1:s10:c0:d262d3f9a7a8f679,HKPL Library List PDF,bbaa337b-f76b-4a05-9a29-af000e66bc1d,bbaa337b-f76b-4a05-9a29-af000e66bc1d:v1:s10:c0:d262d3f9a7a8f679,True,True,906,19,925,10,1558,829,2493,False,5.0,"The generated answer is fully relevant and correct, providing the exact telephone number requested by the user and matching the reference answer perfectly.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.527
branch_information,What is the telephone number for reference enquiries at Sha Tin Public Library?,2694 3729,The telephone number for reference enquiries at Sha Tin Public Library is 2694 3729.,bbaa337b-f76b-4a05-9a29-af000e66bc1d,bbaa337b-f76b-4a05-9a29-af000e66bc1d:v1:s11:c0:62758609a3201928,HKPL Library List PDF,bbaa337b-f76b-4a05-9a29-af000e66bc1d,bbaa337b-f76b-4a05-9a29-af000e66bc1d:v1:s11:c0:62758609a3201928,True,True,563,23,586,14,1434,482,2034,False,5.0,"The generated answer is fully relevant and provides the exact correct telephone number as stated in the reference answer, with clear and appropriate phrasing.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.393
branch_information,What is the telephone number for Ap Lei Chau Public Library?,2921 1007,The telephone number for Ap Lei Chau Public Library is 2921 1007.,bbaa337b-f76b-4a05-9a29-af000e66bc1d,bbaa337b-f76b-4a05-9a29-af000e66bc1d:v1:s11:c0:c7a0b46e9982d11f,HKPL Library List PDF,bbaa337b-f76b-4a05-9a29-af000e66bc1d,bbaa337b-f76b-4a05-9a29-af000e66bc1d:v1:s11:c0:c7a0b46e9982d11f,True,True,364,21,385,13,641,285,1039,False,5.0,The generated answer is fully relevant and provides the exact correct telephone number matching the reference answer.,1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.1187
branch_information,What is the telephone number for Pok Fu Lam Public Library?,2921 1155,The telephone number for Pok Fu Lam Public Library is 2921 1155.,bbaa337b-f76b-4a05-9a29-af000e66bc1d,bbaa337b-f76b-4a05-9a29-af000e66bc1d:v1:s12:c0:ca66991946da6759,HKPL Library List PDF,bbaa337b-f76b-4a05-9a29-af000e66bc1d,bbaa337b-f76b-4a05-9a29-af000e66bc1d:v1:s12:c0:ca66991946da6759,True,True,540,21,561,12,801,461,1374,False,5.0,"The generated answer is fully relevant and correct, providing the exact telephone number requested by the user and matching the reference answer perfectly.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.1896
branch_information,What is the full address of Stanley Public Library in the Southern District?,"UG/F., Stanley Municipal Services Building, 6 Stanley Market Road, Stanley.","The full address of Stanley Public Library in the Southern District is:

UG/F., Stanley Municipal Services Building, 6 Stanley Market Road, Stanley.",bbaa337b-f76b-4a05-9a29-af000e66bc1d,bbaa337b-f76b-4a05-9a29-af000e66bc1d:v1:s13:c0:470736c61455982d,HKPL Library List PDF,bbaa337b-f76b-4a05-9a29-af000e66bc1d,bbaa337b-f76b-4a05-9a29-af000e66bc1d:v1:s13:c0:470736c61455982d,True,True,368,30,398,14,583,287,995,False,5.0,"The generated answer is fully relevant and matches the reference answer exactly, providing the correct full address without any errors or unnecessary deviations.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.2757
branch_information,What is the telephone number for Yuen Chau Kok Public Library?,2324 2700,The telephone number for Yuen Chau Kok Public Library is 2324 2700.,bbaa337b-f76b-4a05-9a29-af000e66bc1d,bbaa337b-f76b-4a05-9a29-af000e66bc1d:v1:s13:c0:aaa7a82580089aa2,HKPL Library List PDF,bbaa337b-f76b-4a05-9a29-af000e66bc1d,bbaa337b-f76b-4a05-9a29-af000e66bc1d:v1:s13:c0:aaa7a82580089aa2,True,True,396,22,418,14,668,316,1100,False,5.0,"The generated answer is fully relevant and correct, providing the exact telephone number requested by the user and matching the reference answer perfectly.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.0893
branch_information,What is the address of the Hong Kong Central Library in the Wan Chai District?,"66 Causeway Road, Causeway Bay.","The address of the Hong Kong Central Library in the Wan Chai District is 66 Causeway Road, Causeway Bay.",bbaa337b-f76b-4a05-9a29-af000e66bc1d,bbaa337b-f76b-4a05-9a29-af000e66bc1d:v1:s14:c0:39ccef624dd84fe8,HKPL Library List PDF,bbaa337b-f76b-4a05-9a29-af000e66bc1d,bbaa337b-f76b-4a05-9a29-af000e66bc1d:v1:s14:c0:39ccef624dd84fe8,True,True,562,26,588,17,846,478,1451,False,2.0,"The generated answer contains a factual error. The Hong Kong Central Library is located in the Wan Chai District, but the address provided (66 Causeway Road, Causeway Bay) is in the Causeway Bay area, which is part of the Eastern District, not Wan Chai. Additionally, the library's actual address is 10 Salisbury Road, Tsim Sha Tsui (for the main building) or more commonly known as being at 10 Salisbury Road, Tsim Sha Tsui, Kowloon. Wait, correction: The Hong Kong Central Library is actually located at 10 Salisbury Road, Tsim Sha Tsui. However, the user query asks for the address in the Wan Chai District, which implies a false premise since the library is not in Wan Chai. The reference answer also seems incorrect as it places the library in Causeway Bay. Despite the shared error in the reference, the generated answer repeats this error and fails to correct the user's misconception about the district. Therefore, while relevant in topic, it is factually incorrect regarding the location details.",1.0,YES,1.0,YES,llm_generation_problem,"Correct evidence reached the LLM, but answer quality was poor. Improve answer prompt.",1.2957
notices,Under what condition will HKPL remove a subscriber's email record from the mailing list without further notice?,If our notification fails to reach you for 3 consecutive times due to email error or other system problem,"If the notification fails to reach the subscriber for 3 consecutive times due to email error or other system problem, HKPL will remove the email record from the mailing list without further notice.",bbed2c76-50e5-4869-85c4-9e9241d53db8,bbed2c76-50e5-4869-85c4-9e9241d53db8:v1:s1:c0:87a7d6dea18bff57,Hong Kong Public Libraries - HKPL Newsletter (e-version) Subscription,bbed2c76-50e5-4869-85c4-9e9241d53db8,bbed2c76-50e5-4869-85c4-9e9241d53db8:v1:s1:c0:87a7d6dea18bff57,True,True,1345,37,1382,20,3389,1258,4791,False,5.0,The generated answer is fully relevant and correct. It accurately reflects the condition stated in the reference answer while providing a complete sentence that directly addresses the user's question.,1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.683
events,What is the venue for the Subject Talk on 'New Era of IT' regarding Innovative Technology and Low-altitude Economic Development on 2025/12/13?,Hong Kong Central Library (Activity Room 1),"The venue for the Subject Talk on ""New Era of IT"" regarding Innovative Technology and Low-altitude Economic Development on 2025/12/13 is Hong Kong Central Library (Activity Room 1).",ce166332-e10a-45b1-b807-27a8a9bcd34e,ce166332-e10a-45b1-b807-27a8a9bcd34e:v1:s10:c0:be8fc4cfa3be0d85,Hong Kong Public Libraries - IT Activities,ce166332-e10a-45b1-b807-27a8a9bcd34e,ce166332-e10a-45b1-b807-27a8a9bcd34e:v1:s10:c0:be8fc4cfa3be0d85,True,True,686,45,731,37,1706,582,2474,False,5.0,"The generated answer is fully relevant and matches the reference answer exactly, providing the correct venue with appropriate context.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.8261
